block,network_rate,generation_rate,AlphaPoints_bought,AlphaPoints_sold,exchange_rate,warehouse_capacity,warehouse_AlphaPoints_level,warehouse_AlphaPoints_max,AlphaPoints_per_block_in,AlphaPoints_per_block_out,token_price,average_transaction_cost_usd
11386000,6731.64485,6434.050156,1058.169041,6333.791303,7500.062116,14.11093816,187931138.8,1331774409,6333.791303,1058.169041,11.491425,0.15010069
11387000,2256.145723,2993.742761,1619.724158,468.36905,3707.551427,30.35284899,188257467.8,620233768.5,468.36905,1619.724158,11.4888125,0.150100763
11388000,2444.303408,1750.120519,543.7207591,1451.450739,1873.937148,55.80623812,188677895.1,338093004.9,1451.450739,543.7207591,11.4862,0.150100837
11389000,1468.414517,1671.394118,1419.645988,1352.307128,1865.12199,55.28541143,188667412.7,341260877.2,1352.307128,1419.645988,11.4835875,0.150100911
11390000,1518.353266,1730.322068,868.8204447,462.3838221,1421.079505,53.41869121,188744506.8,353331219.9,462.3838221,868.8204447,11.480975,0.150100984
11391000,1633.749472,1990.317076,3291.244684,513.2991479,2385.034685,46.12844451,188901153.4,409517236.8,513.2991479,3291.244684,11.4783625,0.150112883
11392000,1090.319386,1277.721465,2646.141833,904.57417,1825.364052,72.10886315,188610181.8,261565520.7,904.57417,2646.141833,11.47575,0.150112956
11393000,1470.705487,1719.794033,2334.892488,1711.703616,1988.732766,53.52709286,188412815.9,351996398.4,1711.703616,2334.892488,11.4731375,0.15011303
11394000,1793.481009,1791.064359,1930.8135,334.9243995,1500.883035,52.20536558,188479509.3,361037803.5,334.9243995,1930.8135,11.470525,0.150113104
11395000,1772.472574,1839.687022,1440.320794,1953.450941,2131.562822,50.84040303,189283027.8,372307266.2,1953.450941,1440.320794,11.4679125,0.150113178
11396000,2245.572002,2295.059898,2183.420232,3345.087952,2506.296136,40.84838207,189434538.7,463747564.5,3345.087952,2183.420232,11.4653,0.150113252
11397000,1753.732165,1739.490999,2807.838337,2072.994767,2319.519594,54.05062115,189381384.5,350379172.9,2072.994767,2807.838337,11.4626875,0.150113326
11398000,2023.746967,2100.043333,2129.484471,2005.249807,1866.421016,44.58179174,189467062.9,424987825.1,2005.249807,2129.484471,11.460075,0.1501134
11399000,1890.672359,2158.118071,1729.519354,2197.264343,2606.77968,42.95240848,189476293.3,441129688.1,2197.264343,1729.519354,11.4574625,0.150113474
11400000,15279.9203,2426.124302,339.1151152,558.0758626,1642.924581,46.0041564,189008112.5,410849602,558.0758626,339.1151152,11.45485,0.150113548
11401000,2112.590967,1904.361084,3105.138759,858.183999,1944.975901,49.85642809,189203065.8,379500337.3,858.183999,3105.138759,11.4522375,0.150113623
11402000,1873.168527,1744.402153,1777.768112,2050.148696,2013.49564,54.21771549,189187064.2,348939069.3,2050.148696,1777.768112,11.449625,0.150113697
11403000,1886.76911,1835.532271,443.5992499,1431.181592,1939.987795,51.16944031,188830516.6,369027935.1,1431.181592,443.5992499,11.4470125,0.150113771
11404000,1837.571332,1764.03389,518.6372077,1428.878848,2333.495626,53.38891817,189034355.3,354068693.6,1428.878848,518.6372077,11.4444,0.150113845
11405000,1675.559128,1602.739284,2946.30091,1898.711262,1873.276159,58.64305222,188575612.7,321566926,1898.711262,2946.30091,11.4417875,0.150123894
11406000,1488.590832,1516.990846,2380.967549,1211.943492,2338.434623,61.64181832,188886642.5,306428033.2,1211.943492,2380.967549,11.439175,0.150123968
11407000,1780.945671,1647.621929,1282.117897,1264.937304,1618.103151,57.2381116,188552380.3,329417571.9,1264.937304,1282.117897,11.4365625,0.150124042
11408000,2104.542386,1968.681449,960.1882212,2401.099325,2177.244278,47.88324057,188662877.8,394003067.9,2401.099325,960.1882212,11.43395,0.150124117
11409000,1617.749573,1726.018013,3308.051087,755.8875804,1992.797748,53.86158178,188654533.2,350262801.7,755.8875804,3308.051087,11.4313375,0.150124191
11410000,3876.735252,4389.01956,3260.393599,4456.248034,3909.55027,20.57355557,188767983.9,917521462.7,4456.248034,3260.393599,11.428725,0.150124266
11411000,2063.931078,1854.21354,1762.430283,2808.232286,2372.465462,51.25624444,189328309.2,369374044.9,2808.232286,1762.430283,11.4261125,0.15012434
11412000,1697.271724,1893.822149,3029.183936,464.4356037,1927.843476,49.15395426,189714912.7,385965850.2,464.4356037,3029.183936,11.4235,0.150124415
11413000,1839.413445,1747.911516,1800.598419,2024.764813,2039.721634,54.15446353,189777606.8,350437194.4,2024.764813,1800.598419,11.4208875,0.150124489
11414000,2719.418692,2502.427497,2477.011077,3078.523777,2073.328155,37.98176612,189865601.8,499884601.7,3078.523777,2477.011077,11.418275,0.150124564
11415000,2168.535801,1993.690016,960.6410775,2499.518183,2644.116529,47.88819478,191137897.5,399130431.8,2499.518183,960.6410775,11.4156625,0.150124638
11416000,1887.938396,1644.485916,237.4588107,1525.064024,1760.816574,58.53660516,191042548,326362042.7,1525.064024,237.4588107,11.41305,0.150124713
11417000,1632.94335,1640.232238,1224.916014,978.1835076,1852.248075,57.81280385,191259249,330825497.1,978.1835076,1224.916014,11.4104375,0.150124788
11418000,2071.80715,2454.51154,123.4685772,377.0650198,2309.360316,38.02556661,191263063.2,502984772.2,377.0650198,123.4685772,11.407825,0.150124863
11419000,1566.625341,1737.496623,2613.808383,514.5779867,1860.420451,54.0549881,191301415.9,353905387.6,514.5779867,2613.808383,11.4052125,0.150124937
11420000,1914.936935,1725.074767,2328.883197,112.8852856,1579.332934,55.60241886,191140130,343766242.5,112.8852856,2328.883197,11.4026,0.15012969
11421000,2162.762145,2050.021756,1676.625008,2436.572383,1790.340058,46.53898997,191225707.8,410891916.7,2436.572383,1676.625008,11.3999875,0.150129765
11422000,2083.87529,1791.876215,3043.232419,938.0574407,1485.145957,53.98928361,191684534,355045717.2,938.0574407,3043.232419,11.397375,0.15012984
11423000,1879.7533,1836.286982,2940.324272,729.1799674,1856.131463,51.96605809,191894438.9,369273054.6,729.1799674,2940.324272,11.3947625,0.150129915
11424000,1697.592256,1668.822956,2397.796278,2472.609308,1746.698471,57.07453631,191670176,335824193.3,2472.609308,2397.796278,11.39215,0.15012999
11425000,1735.907983,2005.784327,2265.394541,2983.77411,2508.058611,46.64418915,191285357.1,410093180.4,2983.77411,2265.394541,11.3895375,0.150130065
11426000,4906.773174,4508.582004,1182.692398,4978.088856,3471.616805,20.01899011,191173548.7,954942044,4978.088856,1182.692398,11.386925,0.15013014
11427000,1660.282262,1704.446864,3149.474405,1625.887103,1955.111593,55.59927283,191567832.1,344553707.2,1625.887103,3149.474405,11.3843125,0.150130215
11428000,1491.480595,1652.788224,1691.167829,1110.453512,1923.942736,56.98287303,191818143.1,336625223.7,1110.453512,1691.167829,11.3817,0.15013029
11429000,1844.957153,1559.607176,1143.426529,1954.482811,1602.885029,62.11022524,191525314.1,308362274.2,1954.482811,1143.426529,11.3790875,0.150130365
11430000,1702.612271,1720.262196,2169.712582,2063.397368,1740.256466,55.2124185,191686041.8,347179408.7,2063.397368,2169.712582,11.376475,0.15013044
11431000,1633.046191,1639.069095,2649.771726,106.5107844,1695.179466,58.04868898,191885607.4,330564141.9,106.5107844,2649.771726,11.3738625,0.150130515
11432000,1822.795895,2587.648117,1209.253486,1570.606826,3310.489331,35.14439949,191635512,545279343.1,1570.606826,1209.253486,11.37125,0.150130591
11433000,1704.940753,1696.388452,1363.918845,116.3733896,1942.53966,56.09358801,191732483,341810423.1,116.3733896,1363.918845,11.3686375,0.150130666
11434000,1810.414393,1750.763717,862.4421579,2417.42308,2373.010678,54.51060374,191708869.8,351688115.2,2417.42308,862.4421579,11.366025,0.150140476
11435000,2440.54158,2114.400646,3208.64762,1059.667463,1743.440407,45.7302671,191764120.9,419342116.3,1059.667463,3208.64762,11.3634125,0.150140552
11436000,1940.239892,1934.747781,2541.424201,306.3215859,2529.420189,49.33160108,192386368.7,389990593.4,306.3215859,2541.424201,11.3608,0.150140627
11437000,3706.814311,2102.011721,2626.500748,1384.00536,1747.189826,49.28737216,192076561.4,389709971.3,1384.00536,2626.500748,11.3581875,0.150140702
11438000,1840.143688,1959.05455,454.5053997,84.6250957,2095.170551,48.21281062,191630557.1,397468897.8,84.6250957,454.5053997,11.355575,0.150140778
11439000,1937.026986,1855.859684,2328.681632,542.1824556,1957.295451,51.37549881,191330258.8,372418856.7,542.1824556,2328.681632,11.3529625,0.150140853
11440000,2049.864044,1902.666445,2404.530634,1598.005934,2250.367884,50.33239298,191490729.1,380453867.4,1598.005934,2404.530634,11.35035,0.150140929
11441000,1496.504871,1481.979559,699.5284718,1245.292993,1624.03823,64.13917096,191429569.4,298458836.8,1245.292993,699.5284718,11.3477375,0.150141004
11442000,1733.409436,1737.644937,1375.139357,106.6972793,1446.672891,54.57026251,191212471.4,350399157.1,106.6972793,1375.139357,11.345125,0.15014108
11443000,2239.727121,1997.060511,151.6566989,1214.273608,2177.749416,48.04752028,190969669.9,397457779.6,1214.273608,151.6566989,11.3425125,0.150141155
11444000,1647.291386,1699.454452,1897.528093,1744.157968,1907.35023,55.57841239,191032283.2,343716972.7,1744.157968,1897.528093,11.3399,0.150141231
11445000,2025.033717,1997.780723,3181.597844,569.4998891,2055.641679,47.55467253,191250038.6,402174256.5,569.4998891,3181.597844,11.3372875,0.150141307
11446000,1677.001662,1620.978676,1676.381138,2402.842365,1811.711081,58.7315467,191230956.3,325600534.2,2402.842365,1676.381138,11.334675,0.150141382
11447000,1433.662838,1562.453202,696.1212337,1552.761508,1889.448396,60.11905891,191013314.5,317723632.6,1552.761508,696.1212337,11.3320625,0.150141458
11448000,1475.539244,1541.889765,716.6754025,976.7094346,1654.637825,61.11774033,190842240.5,312253004.5,976.7094346,716.6754025,11.32945,0.150153473
11449000,2026.820733,1803.031008,2363.493183,2105.487297,1636.74728,53.23227827,190966280.5,358741997.7,2105.487297,2363.493183,11.3268375,0.150153549
11450000,1531.028525,1569.112788,1168.75584,2360.776528,2401.864983,60.08874779,190568784.6,317143557.8,2360.776528,1168.75584,11.324225,0.150153625
11451000,2061.883329,2593.233653,2845.052852,1076.476757,3122.086256,35.45899314,190239375.4,536510281.8,1076.476757,2845.052852,11.3216125,0.150153701
11452000,1849.170614,1901.477435,2863.344297,1632.686122,2076.952006,49.51986558,190376848.7,384447892,1632.686122,2863.344297,11.319,0.150153777
11453000,1337.361625,1595.321644,1727.874659,264.4901396,1924.085221,58.24665395,190518115,327091026.6,264.4901396,1727.874659,11.3163875,0.150153853
11454000,1238.436942,1304.882397,376.3160895,397.8332077,1422.888089,71.95392401,190299815.8,264474518.7,397.8332077,376.3160895,11.313775,0.150153929
11455000,1794.481294,1622.638641,2685.297354,2443.316307,1866.613154,58.91086476,190563014.4,323477268.8,2443.316307,2685.297354,11.3111625,0.150154005
11456000,1953.375198,1877.132426,79350.52255,960.8883209,1921.355608,50.54683152,190388109.5,376811945.2,960.8883209,79350.52255,11.30855,0.150154081
11457000,3651.098113,4600.31495,108.6043572,3983.164092,4591.093295,19.58613884,190487986.6,972545500.5,3983.164092,108.6043572,11.3059375,0.150154157
11458000,1821.204107,1709.046212,3151.01995,1364.689972,2060.377661,55.73343805,190698083.3,342164195,1364.689972,3151.01995,11.303325,0.150154233
11459000,2153.342533,2665.186054,2305.042208,883.4359017,2563.3375,34.31718334,190734758.5,555803715.7,883.4359017,2305.042208,11.3007125,0.150154309
11460000,1635.700814,1767.020151,295.7144926,806.4117487,1435.172402,53.02408405,190367131.3,359019158.9,806.4117487,295.7144926,11.2981,0.150154385
11461000,1960.61566,1947.066952,2678.688146,2932.159482,2639.786714,48.55254572,190443331.5,392241179.6,2932.159482,2678.688146,11.2954875,0.150154462
11462000,1918.762416,2041.213964,2197.950933,2012.189116,3025.15459,45.83978874,190562870.4,415715389.2,2012.189116,2197.950933,11.292875,0.150154538
11463000,2318.368307,2413.248135,1198.101246,622.506792,2157.7896,39.00038611,190534815.8,488547448.9,622.506792,1198.101246,11.2902625,0.150161708
11464000,1459.043473,1606.505221,2652.99554,1763.209692,1527.02853,58.34502896,190822751.7,327060668,1763.209692,2652.99554,11.28765,0.150161784
11465000,1977.163004,1910.767462,786.9954288,10848.28484,2942.403769,49.65184032,190603213.5,383859190.4,10848.28484,786.9954288,11.2850375,0.150161861
11466000,1652.664513,1635.166159,1453.698515,499.3201981,1527.646073,57.85970498,190518420,329278164.2,499.3201981,1453.698515,11.282425,0.150161937
11467000,1656.592746,1891.121318,874.0153928,2794.205386,1900.921409,49.19293564,189998320.4,386227001.3,2794.205386,874.0153928,11.2798125,0.150162013
11468000,2544.118806,3669.493465,1810.728498,2066.931363,4882.624614,24.28093212,189984311.9,782441360.9,2066.931363,1810.728498,11.2772,0.15016209
11469000,1633.713118,1882.512435,2439.517028,2503.794615,2699.021558,49.33535966,189839711.3,384794290.2,2503.794615,2439.517028,11.2745875,0.150162167
11470000,1777.546968,2094.571486,1004.180514,381.4948079,2188.475069,44.18091937,189571160.7,429080666.7,381.4948079,1004.180514,11.271975,0.150162243
11471000,1963.057765,1866.323406,530.5011968,2722.330289,2556.409641,50.68758004,189674099.4,374197993.8,2722.330289,530.5011968,11.2693625,0.15016232
11472000,1679.664501,1843.441423,770.8059105,295.6669385,1841.971587,50.42493325,189150160.8,375113309.5,295.6669385,770.8059105,11.26675,0.150162396
11473000,1662.850933,1671.533544,2444.879264,358.6976605,1631.91302,56.05884075,189008990.9,337165511.3,358.6976605,2444.879264,11.2641375,0.150162473
11474000,1765.710499,1797.528758,2617.323166,2602.129203,1894.184693,52.05941489,189005342.3,363057014.5,2602.129203,2617.323166,11.261525,0.15016255
11475000,2033.867018,1756.869449,2621.048768,2037.730917,2033.700343,54.28433145,189075380.7,348306700.9,2037.730917,2621.048768,11.2589125,0.150162626
11476000,6742.232974,6906.099223,1033.873318,1552.522092,3253.491011,12.13487325,189398353.3,1560773077,1552.522092,1033.873318,11.2563,0.150162703
11477000,2039.94484,2623.501665,1968.589139,3709.878485,3762.336636,34.12303557,189503544.8,555348609.3,3709.878485,1968.589139,11.2536875,0.150167669
11478000,1781.090335,1618.434978,861.3270081,200.7151419,1586.085662,58.64998394,189336163.9,322825023.7,200.7151419,861.3270081,11.251075,0.150167746
11479000,2273.990934,2841.869422,2875.586478,2885.83651,2862.408726,31.90294786,189218055.2,593105206.9,2885.83651,2875.586478,11.2484625,0.150167823
11480000,1812.113752,1843.687786,811.2490474,2920.580665,2148.640068,50.85295824,189356909.3,372357492,2920.580665,811.2490474,11.24585,0.1501679
11481000,1682.024016,1646.256082,994.2283308,392.7177495,1343.84613,57.19810194,189397295.9,331126192.9,392.7177495,994.2283308,11.2432375,0.150167977
11482000,1704.217442,1701.997153,2405.998023,732.8527845,1802.77881,55.14262168,189180012.6,343077060.9,732.8527845,2405.998023,11.240625,0.150168054
11483000,1454.036875,1743.884083,895.2671571,1522.739368,2006.060392,52.96601658,189469546.5,357717894,1522.739368,895.2671571,11.2380125,0.150168131
11484000,1941.593898,1907.305389,382.5191962,2174.920574,1791.244293,49.38698964,189541713.9,383785128.1,2174.920574,382.5191962,11.2354,0.150168208
11485000,1718.372323,1934.547699,140.9477771,57.74381644,1840.151191,48.01646721,189469192,394592285.1,57.74381644,140.9477771,11.2327875,0.150168285
11486000,1901.706851,1977.511482,702.3333016,2469.236308,2030.028617,47.37204078,189620188.4,400274968.9,2469.236308,702.3333016,11.230175,0.150168362
11487000,1535.490443,1903.203219,1618.000178,1675.404261,2246.668622,48.25593696,188916752.6,391489021.1,1675.404261,1618.000178,11.2275625,0.150168439
11488000,5110.24146,3661.285314,240.9237369,4589.08806,3313.514303,26.5161867,188816051.1,712062051.3,4589.08806,240.9237369,11.22495,0.150168516
11489000,1986.087446,1657.179747,2047.404005,989.9264799,1804.277477,57.6502848,188577445.5,327107669.3,989.9264799,2047.404005,11.2223375,0.150168594
11490000,1641.38586,1709.697449,195.6988432,264.4652141,1942.636526,54.34568133,188103867.8,346124649.5,264.4652141,195.6988432,11.219725,0.150168671
11491000,1414.978045,1535.43609,1939.73221,2227.277771,1628.125694,60.2037466,187896278.4,312100162.3,2227.277771,1939.73221,11.2171125,0.150168748
11492000,1922.282983,2330.103754,1423.897583,1801.185476,3155.833334,39.05881332,187421051.4,479842212.9,1801.185476,1423.897583,11.2145,0.15017925
11493000,5239.762345,4203.437391,2355.590164,4784.255216,3433.385831,20.87933686,187006784.9,895643178.1,4784.255216,2355.590164,11.2118875,0.150179327
11494000,1501.333962,1586.523263,508.9114329,1035.497898,1697.162525,58.09855914,186875062.9,321650896.6,1035.497898,508.9114329,11.209275,0.150179404
11495000,2129.237344,2477.521287,2166.679651,1496.975402,3251.755916,36.9393128,187234423.2,506872160.7,1496.975402,2166.679651,11.2066625,0.150179482
11496000,1792.051615,1927.082768,118.5567832,2411.456264,2589.868718,47.79385531,187340201.4,391970698.5,2411.456264,118.5567832,11.20405,0.150179559
11497000,1770.70311,2226.052424,640.8311184,2240.520262,2892.511206,40.82460079,187155923.8,458435160.5,2240.520262,640.8311184,11.2014375,0.150179637
11498000,2568.225887,4073.723277,1417.026643,3918.960273,5035.432647,21.04149788,187726722.3,892161867.1,3918.960273,1417.026643,11.198825,0.150179715
11499000,1627.379245,1834.048521,805.9232535,69.58537246,2005.108768,50.06208057,187296486.4,374129921.5,69.58537246,805.9232535,11.1962125,0.150179792
11500000,2006.176176,2089.254135,150.1207188,2920.562631,2277.030815,44.25034816,187263621.7,423185034.8,2920.562631,150.1207188,11.1936,0.15017987
11501000,1597.891479,1801.820502,1283.020107,298.0568148,1956.36548,50.9403229,187399457.3,367882321.1,298.0568148,1283.020107,11.1909875,0.150179948
11502000,1561.855702,1574.499687,1858.199632,417.2893677,1606.120915,58.80524685,186818622,317692847,417.2893677,1858.199632,11.188375,0.150180025
11503000,1657.589655,1697.798533,1010.305989,637.0765508,1558.680237,54.42844896,186764564.7,343138453.3,637.0765508,1010.305989,11.1857625,0.150180103
11504000,1716.615519,1541.949705,1097.213332,384.4179733,1411.827984,60.78097066,186688323.1,307150468.1,384.4179733,1097.213332,11.18315,0.150180181
11505000,1622.366415,1980.580173,1175.991586,1785.379089,2117.824289,45.77371082,187110424,408771347.7,1785.379089,1175.991586,11.1805375,0.150180259
11506000,1737.758572,1759.086199,2600.157062,1176.4417,2023.426337,52.66185372,187114134.8,355315176.6,1176.4417,2600.157062,11.177925,0.150189615
11507000,1200.54946,1479.415938,2783.592086,562.5429918,1465.604541,61.45385347,186920795.3,304168096.6,562.5429918,2783.592086,11.1753125,0.150189693
11508000,1689.300608,1906.301845,1948.539382,395.0744254,2070.002486,48.13499276,187203133,388915995.9,395.0744254,1948.539382,11.1727,0.150189771
11509000,1532.610871,1613.645371,2396.352649,1064.212513,1549.540895,57.29641628,187375450.4,327030545.2,1064.212513,2396.352649,11.1700875,0.150189849
11510000,1698.071043,1571.733577,906.2128942,61922.84984,1210.90695,59.49291315,186976133.8,314180475.1,61922.84984,906.2128942,11.167475,0.150189927
11511000,1342.75665,1425.736798,384.7334801,8737.681086,1809.750694,64.82242816,187468069.1,289189593,8737.681086,384.7334801,11.1648625,0.150190005
11512000,1693.154856,1682.142486,2139.578503,109.9995061,1873.824845,55.37004711,187639436.3,338886231.2,109.9995061,2139.578503,11.16225,0.150190083
11513000,1762.070348,1670.259939,2814.480572,371.5029455,1707.968015,56.29981113,188475863.5,334776090.2,371.5029455,2814.480572,11.1596375,0.150190161
11514000,1422.062213,1615.692516,989.4250871,1210.590182,1546.013335,57.27128774,188899627.2,329832650,1210.590182,989.4250871,11.157025,0.15019024
11515000,1782.789108,1919.008817,2268.604321,1579.885408,2210.823791,48.38672738,188592824.6,389762903.1,1579.885408,2268.604321,11.1544125,0.150190318
11516000,2286.111773,3088.424946,2284.11898,4768.067131,5618.300383,29.00910985,188931166.4,651273629.2,4768.067131,2284.11898,11.1518,0.150190396
11517000,1695.377371,1643.594652,1158.769191,341.488565,1769.49978,57.10584113,188591107.8,330249798.1,341.488565,1158.769191,11.1491875,0.150190474
11518000,2009.740754,2058.871186,1140.887059,2803.415801,2178.868549,45.3911831,188887611,416129159,2803.415801,1140.887059,11.146575,0.150190553
11519000,1995.039544,1700.972526,270.6642415,1314.233118,1605.157047,56.07596509,188795168.3,336675658.5,1314.233118,270.6642415,11.1439625,0.150190631
11520000,1680.364028,1570.343303,2234.849994,2113.817217,1925.242843,59.9873169,188507895.4,314246454.3,2113.817217,2234.849994,11.14135,0.150196729
11521000,1891.502171,1763.200001,1905.080058,149.9335973,1699.962848,53.23825752,187790029.6,352738413.1,149.9335973,1905.080058,11.1387375,0.150196807
11522000,1958.27066,2932.452425,1400.844368,2740.875051,3819.019738,29.90635741,187657322.4,627478565.2,2740.875051,1400.844368,11.136125,0.150196886
11523000,1493.461408,1637.501931,1270.649105,1258.721304,1813.220847,56.15859544,187107557,333177080.8,1258.721304,1270.649105,11.1335125,0.150196964
11524000,1520.442841,1969.377858,2376.027103,1669.552579,2807.946001,46.09577286,187489140,406739782.9,1669.552579,2376.027103,11.1309,0.150197043
11525000,2024.04651,2749.133353,2745.322535,2623.605383,3585.286905,32.41927751,188049990.3,580056455.6,2623.605383,2745.322535,11.1282875,0.150197121
11526000,1772.30365,1668.658943,832.0261293,2198.794912,1551.147302,56.46228432,188708265,334217611.8,2198.794912,832.0261293,11.125675,0.1501972
11527000,1798.463224,1684.647917,2244.678266,105.7067765,1976.246693,55.99456412,188816984.8,337209739.5,105.7067765,2244.678266,11.1230625,0.150197279
11528000,1813.731483,1843.454907,1316.455657,1425.144111,1994.079872,50.53832451,188139772,372271271.6,1425.144111,1316.455657,11.12045,0.150197357
11529000,1972.278796,1815.860243,633.0312268,2803.432717,1920.581351,51.86544332,188148245.7,362758058.6,2803.432717,633.0312268,11.1178375,0.150197436
11530000,3745.351083,5896.869726,2600.478068,9364.651885,7139.623058,14.97867867,188170797.6,1256212498,9364.651885,2600.478068,11.115225,0.150197515
11531000,4456.182708,4240.729052,947.0170411,1486.476653,2597.602154,21.25862432,188540623.6,886887511.2,1486.476653,947.0170411,11.1126125,0.150197594
11532000,2143.017485,1986.023835,1720.677744,1200.804195,1759.944376,47.42779033,188311917.5,397050834.6,1200.804195,1720.677744,11.11,0.150197672
11533000,1453.91747,1527.856439,3153.910251,577.07519,1280.235355,60.84769645,188372716.1,309584920.9,577.07519,3153.910251,11.1073875,0.150197751
11534000,1878.333526,1696.764647,2444.482287,1073.973264,1283.738605,55.70281904,188393735.2,338214670.1,1073.973264,2444.482287,11.104775,0.15019783
11535000,2115.764916,1997.358272,2855.011435,1907.228993,2271.842854,46.95611511,187896160.4,400154714.1,1907.228993,2855.011435,11.1021625,0.150204108
11536000,2179.447989,2947.331819,2795.033927,1458.315191,4051.208543,30.70480541,188207323.2,612961578.5,1458.315191,2795.033927,11.09955,0.150204187
11537000,1633.400652,1838.507381,3057.749715,32.07752518,2155.402631,50.20411448,188262236.3,374999666.8,32.07752518,3057.749715,11.0969375,0.150204266
11538000,1521.603151,1616.474534,2797.408018,1157.779227,2007.813785,57.41023222,188243375.3,327894536.6,1157.779227,2797.408018,11.094325,0.150204345
11539000,1794.672343,2075.114927,2387.758214,542.3770445,1758.082353,44.29707938,187948206.6,424294456,542.3770445,2387.758214,11.0917125,0.150204425
11540000,1699.675037,2242.588135,1663.311997,3397.457974,2896.205516,40.26255472,187660836.3,466088412.6,3397.457974,1663.311997,11.0891,0.150204504
11541000,2053.198742,3015.704593,412.7885748,498.5495032,4518.912034,29.1352587,187785616.5,644530164.1,498.5495032,412.7885748,11.0864875,0.150204583
11542000,1792.454573,2294.008759,1529.826805,891.4647251,2594.429077,39.64460277,187578790.7,473152499.8,891.4647251,1529.826805,11.083875,0.150204662
11543000,2337.770452,3151.726307,2702.682304,4305.051152,3995.334074,28.08394723,187484214.2,667579276.9,4305.051152,2702.682304,11.0812625,0.150204741
11544000,1663.100773,1701.736007,2962.301269,1416.748444,2137.894053,54.48890893,187380286.8,343889859.4,1416.748444,2962.301269,11.07865,0.150204821
11545000,1458.88503,1402.486108,2327.645202,1071.27499,1755.05123,66.64075974,187622040.7,281544354.9,1071.27499,2327.645202,11.0760375,0.1502049
11546000,1496.256519,1634.929943,1316.56027,1969.741872,2082.015762,56.46394358,187768505.2,332544700.5,1969.741872,1316.56027,11.073425,0.150204979
11547000,1957.403139,2043.898791,2384.498393,1369.969624,1959.242555,45.39942844,187900648.2,413885525,1369.969624,2384.498393,11.0708125,0.150205059
11548000,1960.95131,1893.114286,3196.393852,68833.89763,2078.697919,49.42016646,187967172.7,380212266.9,68833.89763,3196.393852,11.0682,0.150205138
11549000,1807.044557,1682.45412,2903.22652,987.1279673,1734.325881,55.80963349,187821040.8,336542179.4,987.1279673,2903.22652,11.0655875,0.150213277
11550000,1884.973134,1944.720368,1454.580528,2833.561358,2137.897113,47.69004781,187600679.6,393372012,2833.561358,1454.580528,11.062975,0.150213356
11551000,2001.535604,1973.423371,1986.50388,2569.222475,2225.304649,47.22202735,187588368.3,397246361.6,2569.222475,1986.50388,11.0603625,0.150213436
11552000,1683.39468,1676.757605,2422.630461,1232.491818,1801.27353,55.60521734,187885217.9,337893487.4,1232.491818,2422.630461,11.05775,0.150213516
11553000,1865.773534,2411.513319,363.5462944,904.8793449,3476.814131,37.4961258,188212088.2,501949315.6,904.8793449,363.5462944,11.0551375,0.150213595
11554000,2068.086573,2349.399319,775.4723955,2703.919599,2645.908412,39.20422224,188490581.1,480786614,2703.919599,775.4723955,11.052525,0.150213675
11555000,1846.3281,1694.989613,1768.575313,1706.510648,1623.097366,55.64759578,188366295.2,338498644.3,1706.510648,1768.575313,11.0499125,0.150213755
11556000,2184.796823,2557.725839,2802.132525,3007.871854,3219.628304,36.01147448,188538811.7,523551475.3,3007.871854,2802.132525,11.0473,0.150213834
11557000,1592.133934,1561.745445,1933.026295,424.0062844,1375.914715,60.02242222,188590745.9,314203006,424.0062844,1933.026295,11.0446875,0.150213914
11558000,1526.388749,1564.696906,2640.208491,1163.006957,2132.502679,59.7749145,189040178.2,316255835.6,1163.006957,2640.208491,11.042075,0.150213994
11559000,1669.228241,1594.946316,2351.504362,1462.437281,1848.895482,59.1693892,189323908,319970849.1,1462.437281,2351.504362,11.0394625,0.150214074
11560000,1509.385672,1332.691318,987.2876352,1541.996666,1349.990603,71.35635429,189038529.7,264921010.7,1541.996666,987.2876352,11.03685,0.150214154
11561000,1747.216439,2079.805449,614.2181463,420.9420106,2866.940487,44.42036549,190298139.7,428403348.1,420.9420106,614.2181463,11.0342375,0.150214234
11562000,3063.612065,3612.45091,1859.911529,1304.686599,2795.0185,25.413305,190466545.3,749477883.8,1304.686599,1859.911529,11.031625,0.150214314
11563000,2071.90427,2000.309501,2554.329231,1906.360023,2238.166471,47.45640133,190652160,401743079.1,1906.360023,2554.329231,11.0290125,0.150214394
11564000,1739.918947,1818.84134,2342.91758,614.2509965,1862.608834,51.66580681,190310939.8,368353230.6,614.2509965,2342.91758,11.0264,0.150220901
11565000,1573.689053,1672.986615,744.8432183,917.9568316,1945.292062,56.13907743,190525704.4,339381300.9,917.9568316,744.8432183,11.0237875,0.150220982
11566000,2847.774422,2312.44787,975.8087177,1661.111703,2501.137815,41.88778954,190785709.5,455466918.5,1661.111703,975.8087177,11.021175,0.150221062
11567000,1751.66012,1942.985896,2035.263284,2336.319314,2840.271658,48.1229147,190896544.5,396684707.6,2336.319314,2035.263284,11.0185625,0.150221142
11568000,3652.227569,4156.40481,614.6950414,3987.189441,3866.280464,21.55285002,191048851.2,886404714.8,3987.189441,614.6950414,11.01595,0.150221222
11569000,1340.6725,1532.733604,1681.270396,872.2580099,1561.587749,61.20802759,191626121.4,313074833.4,872.2580099,1681.270396,11.0133375,0.150221302
11570000,2104.270472,2011.948246,1849.381427,911.7627054,1711.414644,47.42472619,191428881.9,403649815,911.7627054,1849.381427,11.010725,0.150221383
